time,kind,loadId,deviceId,department,page,buildId,totalMs,interactiveMs,firstSnapshotMs,label
"09/08/2026, 14:48:20",error,fb25b33c-7388-44ab-9596-9ec7c18f2c9d_1786262237016,fb25b33c-7388-44ab-9596-9ec7c18f2c9d,Registration,Mango,dev,,,,"FIRESTORE (12.4.0) INTERNAL ASSERTION FAILED: Unexpected state (ID: b7de) CONTEXT: {""batchId"":#}"
"09/08/2026, 14:46:55",page_load,fb25b33c-7388-44ab-9596-9ec7c18f2c9d_1786267000522,fb25b33c-7388-44ab-9596-9ec7c18f2c9d,Validator,Validator,dev,15893.800000000745,,,Validator load
"09/08/2026, 14:43:32",page_load,fb25b33c-7388-44ab-9596-9ec7c18f2c9d_1786266797302,fb25b33c-7388-44ab-9596-9ec7c18f2c9d,Validator,Validator,dev,15826,,,Validator load
"09/08/2026, 14:37:03",page_load,fb25b33c-7388-44ab-9596-9ec7c18f2c9d_1786266408441,fb25b33c-7388-44ab-9596-9ec7c18f2c9d,Validator,Validator,dev,16070.60000000149,,,Validator load
"09/08/2026, 14:35:36",page_load,fb25b33c-7388-44ab-9596-9ec7c18f2c9d_1786266333544,fb25b33c-7388-44ab-9596-9ec7c18f2c9d,Haematology,Haematology,dev,4116.5,1902.2000000011176,1902.2000000011176,Haematology load
"09/08/2026, 14:34:23",page_load,fb25b33c-7388-44ab-9596-9ec7c18f2c9d_1786266263098,fb25b33c-7388-44ab-9596-9ec7c18f2c9d,Validator,Validator,dev,2005.199999999255,679.3999999985099,679.3999999985099,Validator load
"09/08/2026, 14:31:38",page_load,fb25b33c-7388-44ab-9596-9ec7c18f2c9d_1786266083497,fb25b33c-7388-44ab-9596-9ec7c18f2c9d,Haematology,Haematology,dev,16299.099999999627,,,Haematology load
"09/08/2026, 14:30:33",page_load,f3865457-284b-48b5-85da-e95ca4ff6cb6_1786266028396,f3865457-284b-48b5-85da-e95ca4ff6cb6,Registration,Mango,dev,4954.70000000298,,,Mango load
"09/08/2026, 14:21:36",page_load,fb25b33c-7388-44ab-9596-9ec7c18f2c9d_1786265494793,fb25b33c-7388-44ab-9596-9ec7c18f2c9d,Validator,Validator,dev,2679.2999999998137,846.9000000003725,846.9000000003725,Validator load
"09/08/2026, 14:15:00",page_load,fb25b33c-7388-44ab-9596-9ec7c18f2c9d_1786265098919,fb25b33c-7388-44ab-9596-9ec7c18f2c9d,Validator,Validator,dev,2557.7000000001863,496.79999999981374,496.79999999981374,Validator load
"09/08/2026, 13:53:09",page_load,07cb97b9-c5c9-4296-9d64-5f76b4752937_1786263785145,07cb97b9-c5c9-4296-9d64-5f76b4752937,Haematology,Haematology,dev,4436,,,Haematology load
"09/08/2026, 13:47:35",page_load,07cb97b9-c5c9-4296-9d64-5f76b4752937_1786263454840,07cb97b9-c5c9-4296-9d64-5f76b4752937,Validator,Validator,dev,829.0000000000001,31.000000000000114,31.000000000000114,Validator load
"09/08/2026, 13:47:22",page_load,07cb97b9-c5c9-4296-9d64-5f76b4752937_1786263442247,07cb97b9-c5c9-4296-9d64-5f76b4752937,Validator,Validator,dev,355,10,10,Validator load
"09/08/2026, 13:46:41",page_load,07cb97b9-c5c9-4296-9d64-5f76b4752937_1786263401395,07cb97b9-c5c9-4296-9d64-5f76b4752937,Coagulation,Coagulation,dev,533,172.99999999999997,172.99999999999997,Coagulation load
"09/08/2026, 13:46:30",page_load,07cb97b9-c5c9-4296-9d64-5f76b4752937_1786263389944,07cb97b9-c5c9-4296-9d64-5f76b4752937,Coagulation,Coagulation,dev,353,42,42,Coagulation load
